"","Chatelier_gut_obesity","Chatelier_gut_obesity.1","Chatelier_gut_obesity.2","Chatelier_gut_obesity.3","Chatelier_gut_obesity.4","Chatelier_gut_obesity.5","Chatelier_gut_obesity.6","Chatelier_gut_obesity.7","Chatelier_gut_obesity.8","Chatelier_gut_obesity.9","Chatelier_gut_obesity.10","Chatelier_gut_obesity.11","Chatelier_gut_obesity.12","Chatelier_gut_obesity.13","Chatelier_gut_obesity.14","Chatelier_gut_obesity.15","Chatelier_gut_obesity.16","Chatelier_gut_obesity.17","Chatelier_gut_obesity.18","Chatelier_gut_obesity.19","Chatelier_gut_obesity.20","Chatelier_gut_obesity.21","Chatelier_gut_obesity.22","Chatelier_gut_obesity.23","Chatelier_gut_obesity.24","Chatelier_gut_obesity.25","Chatelier_gut_obesity.26","Chatelier_gut_obesity.27","Chatelier_gut_obesity.28","Chatelier_gut_obesity.29","Chatelier_gut_obesity.30","Chatelier_gut_obesity.31","Chatelier_gut_obesity.32","Chatelier_gut_obesity.33","Chatelier_gut_obesity.34","Chatelier_gut_obesity.35","Chatelier_gut_obesity.36","Chatelier_gut_obesity.37","Chatelier_gut_obesity.38","Chatelier_gut_obesity.39","Chatelier_gut_obesity.40","Chatelier_gut_obesity.41","Chatelier_gut_obesity.42","Chatelier_gut_obesity.43","Chatelier_gut_obesity.44","Chatelier_gut_obesity.45","Chatelier_gut_obesity.46","Chatelier_gut_obesity.47","Chatelier_gut_obesity.48","Chatelier_gut_obesity.49","Chatelier_gut_obesity.50","Chatelier_gut_obesity.51","Chatelier_gut_obesity.52","Chatelier_gut_obesity.53","Chatelier_gut_obesity.54","Chatelier_gut_obesity.55","Chatelier_gut_obesity.56","Chatelier_gut_obesity.57","Chatelier_gut_obesity.58","Chatelier_gut_obesity.59","Chatelier_gut_obesity.60","Chatelier_gut_obesity.61","Chatelier_gut_obesity.62","Chatelier_gut_obesity.63","Chatelier_gut_obesity.64","Chatelier_gut_obesity.65","Chatelier_gut_obesity.66","Chatelier_gut_obesity.67","Chatelier_gut_obesity.68","Chatelier_gut_obesity.69","Chatelier_gut_obesity.70","Chatelier_gut_obesity.71","Chatelier_gut_obesity.72","Chatelier_gut_obesity.73","Chatelier_gut_obesity.74","Chatelier_gut_obesity.75","Chatelier_gut_obesity.76","Chatelier_gut_obesity.77","Chatelier_gut_obesity.78","Chatelier_gut_obesity.79","Chatelier_gut_obesity.80","Chatelier_gut_obesity.81","Chatelier_gut_obesity.82","Chatelier_gut_obesity.83","Chatelier_gut_obesity.84","Chatelier_gut_obesity.85","Chatelier_gut_obesity.86","Chatelier_gut_obesity.87","Chatelier_gut_obesity.88","Chatelier_gut_obesity.89","Chatelier_gut_obesity.90","Chatelier_gut_obesity.91","Chatelier_gut_obesity.92","Chatelier_gut_obesity.93","Chatelier_gut_obesity.94","Chatelier_gut_obesity.95","Chatelier_gut_obesity.96","Chatelier_gut_obesity.97","Chatelier_gut_obesity.98","Chatelier_gut_obesity.99","Chatelier_gut_obesity.100","Chatelier_gut_obesity.101","Chatelier_gut_obesity.102","Chatelier_gut_obesity.103","Chatelier_gut_obesity.104","Chatelier_gut_obesity.105","Chatelier_gut_obesity.106","Chatelier_gut_obesity.107","Chatelier_gut_obesity.108","Chatelier_gut_obesity.109","Chatelier_gut_obesity.110","Chatelier_gut_obesity.111","Chatelier_gut_obesity.112","Chatelier_gut_obesity.113","Chatelier_gut_obesity.114","Chatelier_gut_obesity.115","Chatelier_gut_obesity.116","Chatelier_gut_obesity.117","Chatelier_gut_obesity.118","Chatelier_gut_obesity.119","Chatelier_gut_obesity.120","Chatelier_gut_obesity.121","Chatelier_gut_obesity.122","Chatelier_gut_obesity.123","Chatelier_gut_obesity.124","Chatelier_gut_obesity.125","Chatelier_gut_obesity.126","Chatelier_gut_obesity.127","Chatelier_gut_obesity.128","Chatelier_gut_obesity.129","Chatelier_gut_obesity.130","Chatelier_gut_obesity.131","Chatelier_gut_obesity.132","Chatelier_gut_obesity.133","Chatelier_gut_obesity.134","Chatelier_gut_obesity.135","Chatelier_gut_obesity.136","Chatelier_gut_obesity.137","Chatelier_gut_obesity.138","Chatelier_gut_obesity.139","Chatelier_gut_obesity.140","Chatelier_gut_obesity.141","Chatelier_gut_obesity.142","Chatelier_gut_obesity.143","Chatelier_gut_obesity.144","Chatelier_gut_obesity.145","Chatelier_gut_obesity.146","Chatelier_gut_obesity.147","Chatelier_gut_obesity.148","Chatelier_gut_obesity.149","Chatelier_gut_obesity.150","Chatelier_gut_obesity.151","Chatelier_gut_obesity.152","Chatelier_gut_obesity.153","Chatelier_gut_obesity.154","Chatelier_gut_obesity.155","Chatelier_gut_obesity.156","Chatelier_gut_obesity.157","Chatelier_gut_obesity.158","Chatelier_gut_obesity.159","Chatelier_gut_obesity.160","Chatelier_gut_obesity.161","Chatelier_gut_obesity.162","Chatelier_gut_obesity.163","Chatelier_gut_obesity.164","Chatelier_gut_obesity.165","Chatelier_gut_obesity.166","Chatelier_gut_obesity.167","Chatelier_gut_obesity.168","Chatelier_gut_obesity.169","Chatelier_gut_obesity.170","Chatelier_gut_obesity.171","Chatelier_gut_obesity.172","Chatelier_gut_obesity.173","Chatelier_gut_obesity.174","Chatelier_gut_obesity.175","Chatelier_gut_obesity.176","Chatelier_gut_obesity.177","Chatelier_gut_obesity.178","Chatelier_gut_obesity.179","Chatelier_gut_obesity.180","Chatelier_gut_obesity.181","Chatelier_gut_obesity.182","Chatelier_gut_obesity.183","Chatelier_gut_obesity.184","Chatelier_gut_obesity.185","Chatelier_gut_obesity.186","Chatelier_gut_obesity.187","Chatelier_gut_obesity.188","Chatelier_gut_obesity.189","Chatelier_gut_obesity.190","Chatelier_gut_obesity.191","Chatelier_gut_obesity.192","Chatelier_gut_obesity.193","Chatelier_gut_obesity.194","Chatelier_gut_obesity.195","Chatelier_gut_obesity.196","Chatelier_gut_obesity.197","Chatelier_gut_obesity.198","Chatelier_gut_obesity.199","Chatelier_gut_obesity.200","Chatelier_gut_obesity.201","Chatelier_gut_obesity.202","Chatelier_gut_obesity.203","Chatelier_gut_obesity.204","Chatelier_gut_obesity.205","Chatelier_gut_obesity.206","Chatelier_gut_obesity.207","Chatelier_gut_obesity.208","Chatelier_gut_obesity.209","Chatelier_gut_obesity.210","Chatelier_gut_obesity.211","Chatelier_gut_obesity.212","Chatelier_gut_obesity.213","Chatelier_gut_obesity.214","Chatelier_gut_obesity.215","Chatelier_gut_obesity.216","Chatelier_gut_obesity.217","Chatelier_gut_obesity.218","Chatelier_gut_obesity.219","Chatelier_gut_obesity.220","Chatelier_gut_obesity.221","Chatelier_gut_obesity.222","Chatelier_gut_obesity.223","Chatelier_gut_obesity.224","Chatelier_gut_obesity.225","Chatelier_gut_obesity.226","Chatelier_gut_obesity.227","Chatelier_gut_obesity.228","Chatelier_gut_obesity.229","Chatelier_gut_obesity.230","Chatelier_gut_obesity.231","Chatelier_gut_obesity.232","Chatelier_gut_obesity.233","Chatelier_gut_obesity.234","Chatelier_gut_obesity.235","Chatelier_gut_obesity.236","Chatelier_gut_obesity.237","Chatelier_gut_obesity.238","Chatelier_gut_obesity.239","Chatelier_gut_obesity.240","Chatelier_gut_obesity.241","Chatelier_gut_obesity.242","Chatelier_gut_obesity.243","Chatelier_gut_obesity.244","Chatelier_gut_obesity.245","Chatelier_gut_obesity.246","Chatelier_gut_obesity.247","Chatelier_gut_obesity.248","Chatelier_gut_obesity.249","Chatelier_gut_obesity.250","Chatelier_gut_obesity.251","Chatelier_gut_obesity.252"
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Varibaculum|s__Varibaculum_cambriense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99999750000125e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetales_noname|g__Tropheryma|s__Tropheryma_whipplei",0,0,0,0,0,0,0,0,0,0,0,0,0,3.45000172500086e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51000045100005e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97999840800064e-05,0,0,0,0,0,0,0,0,0,2.59999974000003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_linens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.54999904500009e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Brevibacteriaceae|g__Brevibacterium|s__Brevibacterium_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000148199985180001,0,0,0.000147599985240001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000127499987250001,0,0,0,0,0,0,0,0,0,0,0.000112200022440005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000117999976400005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8700027480011e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.28000145600029e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_crenatum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90999726300192e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified",0,0,0.000183099981690002,0,0,0,0,0,0,0,0,0,0,0.000148500074250037,0,0,0,0.000174400034880007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.18999948100005e-05,0,0,0,0,6.17000123400025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.89e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_dentocariosa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0799996760001e-05,0,0,2.01000080400032e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77000017700002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_mucilaginosa",0.000410500082100016,0,1.57999984200002e-05,2.83e-05,0,0,0,6.19999938000006e-06,0,0,0,0.000175499929800028,0,0,0,0,0,0,0.000348600104580031,0,0,0,3.69000036900004e-05,0,2.59000103600041e-05,0,0,0,0,0,0,0,0,0,3.43000102900031e-05,0,0,0,0,0,0,0,0,0,0,0,2.39999976000002e-06,0,1.61000112700079e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0001405,0,0,0,0,0,0,0,0,9.30000186000037e-06,0,0,0,1.00999969700009e-05,0,0,0,0,0,0,0,0,2.00000040000008e-05,9.8000009800001e-06,0,0.000117699976460005,3.93999842400063e-05,5.95e-05,0,0,0,0,0,0,0,4.77000143100043e-05,0,0,0,0,0,0,0,0,7.89999921000008e-06,0,6.09999939000006e-06,0,0,0,4.3e-06,0,0,0,0,5.19999896000021e-06,0,0,0,0,0,0,0,0,0,3.87000154800062e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140199971960006,0.000130999934500033,5.29999841000048e-06,0,0,3.66000146400059e-05,0,0,0,0,0,7.49999925000008e-06,0,0,0,0,0.000237200047440009,0,3.62999927400015e-05,0,0,7.29000145800029e-05,0,0.000258499922450023,0,0.000155900093540056,0,0,0,0,0,0,0,1.09999989000001e-06,1.20000048000019e-06,0,0,0,0,0,0.000104099947950026,0,1.38e-05,4.44999911000018e-05,6.28999811300057e-05,5.84000233600093e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50000090000018e-06,0,1.00999969700009e-05,1.95999902000049e-05,0,0,0.000282100028210003,0,0,0,5.23000313800188e-05,0,0,0,0,2.14000021400002e-05,0,0,4.85e-05,0,5.09000050900005e-05,0,0,0,0.000132300026460005,0,0,0,0,0,1.44000057600023e-05,0,0,0,0,0,0,0.0001777,0,0.000195199960960008,4.19999874000038e-06,1.20000024000005e-06,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31999976800002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81999941800006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00000080000016e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72999942700006e-05,0,0,0,0,0,0,0,0,0,0,0,5.6e-05,0,0,0,0,0,4.20000042000004e-05,0,0,3.30000132000053e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4899995020001e-05,0,2.5199994960001e-05,1.88999905500047e-05,2.83999914800026e-05,0,0,5.13000205200082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30000498000299e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21999689000155e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69999859000042e-06,0,0,0,0,0,0,0,0,0,0,0,8.30000664000531e-06,0,0,0,0,0,7.40000074000007e-06,0,0,0,0,0,0,1.36999904100067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified",0,0,0,5.06e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44999836500049e-05,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_freudenreichii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31999966800003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000190300038060008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5e-05,0,0,0,0,0,0,0,0,0,0,1.59999968000006e-06,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Alloscardovia|s__Alloscardovia_omnicolens",0,0,0,2.48e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.09000163600065e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.79999916000025e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122300012230001,7.4300014860003e-05,2.14999978500002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15999905200028e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5999972000014e-06,0,0,0,0,6.39999936000006e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65999933600027e-05,0,0,0,0,0,0,3.91000039100004e-05,0,0,0,0,0,3.59999928000014e-06,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",0,0.000113299988670001,0.0120944987905501,0.0196158,0.00227270022727002,0,0.0146418058567223,0,0.0247379123689562,0,0.0097695990230401,0.00807629676948129,0.00238810071643021,0.0012032006016003,0.00334759765668164,0.00067339979798006,0.0216289913484035,0,0.000461100138330041,0,0.00360129963987004,0,0.0702519070251907,0.0370012962998704,0.00590510236204094,0.00462979953702005,0,0.00721390144278029,0.0163684,0.00362280036228004,0,0.00217530043506009,0.0150712075356038,0.0163576950926915,0.00513620154086046,0,0,0.00685100205530062,0.00185399981460002,0,0.00543159945684005,0.00255029846982092,0.00407579959242004,0.0305036847481576,0,0.0316552936689413,0.00331669966833003,0.00227570045514009,0.00156290109403077,0,0.0032579,0.00304590091377027,0.0063714,0.00193539980646002,2.98999970100003e-05,0,0.00148639970272006,0.00417760083552017,0.0099730990026901,0.0007321,0.000903000361200144,0.0216341,0,0.00129919987008001,0.0047846023923012,0.000301799909460027,0.0068709,0,0.000640199743920102,0.0025913005182601,0.000447000089400018,0.00265550053110011,0.0044436986668904,0.0093753,0.00513889845833046,0,0.0224134977586502,0.00353120141248056,0.00204030061209018,0.00212209978779002,0.00996040398416159,0.0010248,0,0.00403570080714016,0.000291400029140003,0.00383699846520061,0.0333640933271813,0.024747590100964,0.0022009,0.021929006578702,0.00369269926146015,0.0002672,0,0,0.00634380063438006,0.00142509957247013,0.00319330095799029,0.00682959726816109,0,0.00869100086910009,0.00112759988724001,0.0563465830960251,0.0200276,0.00192169980783002,0.00278249916525025,0.0106498989350101,0.0275058944988211,0.00113949988605001,0.00979029510485245,0.0104159989584001,0.000297000029700003,0.0016172,0.00619929938007006,0.00195269980473002,0,0.00496780049678005,0.00730619853876029,0.021989,0.0649542259816904,0.000421099915780017,0.0170618965876207,0,0.0186861018686102,0.000600900060090006,0.00302700060540012,0.00586629941337006,0.0299239119695648,0.00714019928598007,0.0295738029573803,0.0033556989932903,0,0.00175210105126063,0.00285730028573003,0.00322760032276003,0.00267530133765067,0.0105663,0.000543600163080049,0.0064887,0.0087749,0,0,9.84000196800039e-05,0.025503394899321,0,0.00135689972862005,0.000219899890050055,0.00895209731437081,0,0.0098986009898601,0.0512189204875682,0.0586086,0.0975784390313756,0,0,0.00392069803965098,0.0130804986919501,0.000409100040910004,0.0318839031883903,0.0191709076683631,0.0541578945842105,0.00187850037570007,0.00132189973562005,0.0051297989740402,0.0010874,0.0134031040209312,0.00936020187204037,0.00171029897382062,0.0178960946311716,1.17000011700001e-05,0,0.00406119837552065,0.00720570144114029,0,0,0.00349380034938004,0.0338292966170703,6.69999933000007e-06,0.0153775984622402,0.00647360258944104,0.00541659945834005,0,0.00569670227868091,0.024119704823941,0.00695609443512445,0.0352160823919588,0.0226098954780209,0,0.0105416978916604,0.0278420916473725,0.00108370043348017,0.00364690109407033,0.0373276925344615,0,0.00025239989904004,0.00701770140354028,0,0.00107249989275001,0.0019304,0.0037688015075206,0.00253960076188023,0,0.0313670094101028,0,0.0024262004852401,0.00495340148602045,0.0102696969190909,0.00503239748380126,0.000125799962260011,0.000797100079710008,0.0278652027865203,0.0197849059354718,0.0190048980995102,0.000292899941420012,0.00421700253020152,0.007989396005302,0.00770390154078031,0.0219467868319279,9.2200073760059e-05,0.00397530039753004,0,0.0247641925707422,0.0061571,5.29999947000005e-06,4.84000048400005e-05,0.00677739932226007,0.00413859958614004,0.0384645961535404,0.0234911046982209,0.0669594866081027,0,0.0030544978618515,0.00217260043452009,0.00215620021562002,0.00338090135236054,0.0370838,7.5199984960003e-05,0.0298760029876003,0.0057989,0,2.22999977700002e-05,0.0086935,0.00275980165588099,0.00943029811394038,0.0253099924070023,0,0.0118609988139001,0.0267861866069067,0.000362599927480014,0.0506957847912646,0.00238080142848086,0.00991399603440159,0,0.0445474089094818
