"","Zeller_fecal_colorectal_cancer","Zeller_fecal_colorectal_cancer.1","Zeller_fecal_colorectal_cancer.2","Zeller_fecal_colorectal_cancer.3","Zeller_fecal_colorectal_cancer.4","Zeller_fecal_colorectal_cancer.5","Zeller_fecal_colorectal_cancer.6","Zeller_fecal_colorectal_cancer.7","Zeller_fecal_colorectal_cancer.8","Zeller_fecal_colorectal_cancer.9","Zeller_fecal_colorectal_cancer.10","Zeller_fecal_colorectal_cancer.11","Zeller_fecal_colorectal_cancer.12","Zeller_fecal_colorectal_cancer.13","Zeller_fecal_colorectal_cancer.14","Zeller_fecal_colorectal_cancer.15","Zeller_fecal_colorectal_cancer.16","Zeller_fecal_colorectal_cancer.17","Zeller_fecal_colorectal_cancer.18","Zeller_fecal_colorectal_cancer.19","Zeller_fecal_colorectal_cancer.20","Zeller_fecal_colorectal_cancer.21","Zeller_fecal_colorectal_cancer.22","Zeller_fecal_colorectal_cancer.23","Zeller_fecal_colorectal_cancer.24","Zeller_fecal_colorectal_cancer.25","Zeller_fecal_colorectal_cancer.26","Zeller_fecal_colorectal_cancer.27","Zeller_fecal_colorectal_cancer.28","Zeller_fecal_colorectal_cancer.29","Zeller_fecal_colorectal_cancer.30","Zeller_fecal_colorectal_cancer.31","Zeller_fecal_colorectal_cancer.32","Zeller_fecal_colorectal_cancer.33","Zeller_fecal_colorectal_cancer.34","Zeller_fecal_colorectal_cancer.35","Zeller_fecal_colorectal_cancer.36","Zeller_fecal_colorectal_cancer.37","Zeller_fecal_colorectal_cancer.38","Zeller_fecal_colorectal_cancer.39","Zeller_fecal_colorectal_cancer.40","Zeller_fecal_colorectal_cancer.41","Zeller_fecal_colorectal_cancer.42","Zeller_fecal_colorectal_cancer.43","Zeller_fecal_colorectal_cancer.44","Zeller_fecal_colorectal_cancer.45","Zeller_fecal_colorectal_cancer.46","Zeller_fecal_colorectal_cancer.47","Zeller_fecal_colorectal_cancer.48","Zeller_fecal_colorectal_cancer.49","Zeller_fecal_colorectal_cancer.50","Zeller_fecal_colorectal_cancer.51","Zeller_fecal_colorectal_cancer.52","Zeller_fecal_colorectal_cancer.53","Zeller_fecal_colorectal_cancer.54","Zeller_fecal_colorectal_cancer.55","Zeller_fecal_colorectal_cancer.56","Zeller_fecal_colorectal_cancer.57","Zeller_fecal_colorectal_cancer.58","Zeller_fecal_colorectal_cancer.59","Zeller_fecal_colorectal_cancer.60","Zeller_fecal_colorectal_cancer.61","Zeller_fecal_colorectal_cancer.62","Zeller_fecal_colorectal_cancer.63","Zeller_fecal_colorectal_cancer.64","Zeller_fecal_colorectal_cancer.65","Zeller_fecal_colorectal_cancer.66","Zeller_fecal_colorectal_cancer.67","Zeller_fecal_colorectal_cancer.68","Zeller_fecal_colorectal_cancer.69","Zeller_fecal_colorectal_cancer.70","Zeller_fecal_colorectal_cancer.71","Zeller_fecal_colorectal_cancer.72","Zeller_fecal_colorectal_cancer.73","Zeller_fecal_colorectal_cancer.74","Zeller_fecal_colorectal_cancer.75","Zeller_fecal_colorectal_cancer.76","Zeller_fecal_colorectal_cancer.77","Zeller_fecal_colorectal_cancer.78","Zeller_fecal_colorectal_cancer.79","Zeller_fecal_colorectal_cancer.80","Zeller_fecal_colorectal_cancer.81","Zeller_fecal_colorectal_cancer.82","Zeller_fecal_colorectal_cancer.83","Zeller_fecal_colorectal_cancer.84","Zeller_fecal_colorectal_cancer.85","Zeller_fecal_colorectal_cancer.86","Zeller_fecal_colorectal_cancer.87","Zeller_fecal_colorectal_cancer.88","Zeller_fecal_colorectal_cancer.89","Zeller_fecal_colorectal_cancer.90","Zeller_fecal_colorectal_cancer.91","Zeller_fecal_colorectal_cancer.92","Zeller_fecal_colorectal_cancer.93","Zeller_fecal_colorectal_cancer.94","Zeller_fecal_colorectal_cancer.95","Zeller_fecal_colorectal_cancer.96","Zeller_fecal_colorectal_cancer.97","Zeller_fecal_colorectal_cancer.98","Zeller_fecal_colorectal_cancer.99","Zeller_fecal_colorectal_cancer.100","Zeller_fecal_colorectal_cancer.101","Zeller_fecal_colorectal_cancer.102","Zeller_fecal_colorectal_cancer.103","Zeller_fecal_colorectal_cancer.104","Zeller_fecal_colorectal_cancer.105","Zeller_fecal_colorectal_cancer.106","Zeller_fecal_colorectal_cancer.107","Zeller_fecal_colorectal_cancer.108","Zeller_fecal_colorectal_cancer.109","Zeller_fecal_colorectal_cancer.110","Zeller_fecal_colorectal_cancer.111","Zeller_fecal_colorectal_cancer.112","Zeller_fecal_colorectal_cancer.113","Zeller_fecal_colorectal_cancer.114","Zeller_fecal_colorectal_cancer.115","Zeller_fecal_colorectal_cancer.116","Zeller_fecal_colorectal_cancer.117","Zeller_fecal_colorectal_cancer.118","Zeller_fecal_colorectal_cancer.119","Zeller_fecal_colorectal_cancer.120"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi",9.7799990220001e-05,0,0.000162999902200059,0.000177899946630016,0.000198699980130002,0.00202209979779002,0.000137699986230001,0.000209900104950053,0,0.0003184,0,2.54000127000064e-05,0.000186000018600002,0,0,8.27999668800132e-05,0.000131600013160001,0.000485799805680078,0.103975420795084,5.46000054600005e-05,0.000285899885640046,5.11e-05,6.80000136000027e-05,0.000160700016070002,0,0.000158499968300006,0.000364699927060015,0.000124999937500031,2.24999977500002e-05,0.0149026955291913,0.000223600022360002,0,0,2.92e-05,0,0,0,0,0.00170329931868027,3.26000032600003e-05,0,6.49999805000059e-06,5.91999526400379e-05,0.000780799687680125,5.87000058700006e-05,0.000113300022660005,5.50000055000006e-06,0.0180717036143407,3.18e-05,0,0.000112900011290001,0.0002219,0.000117499976500005,0.000387199883840035,0,0.00107000042800017,0,5.75999884800023e-05,0.000709499716200113,0,0,0,0,0.00194020038804008,0,9.01999909800009e-05,0,0.00317429841285079,0,0.0010722,0.000698099790570063,0,0.000255600153360092,0.00167820033564007,0.000244000122000061,0,0.000179499964100007,0,3.52999894100032e-05,0.000151400015140002,0,0,0.000617899938210006,0,0.0004212,1.80000036000007e-05,0.000203899898050051,0,0.0106157978768404,0,0.0004807,0,1.05999978800004e-05,0.000182800146240117,7.64000382000191e-05,0.000385999961400004,0,0.000410299835880066,0.000476200142860043,0.000372499925500015,7.13000142600028e-05,0,0,4.6e-06,1.34999919000049e-05,0,0.00540480108096022,5.43999891200022e-05,0,0.0051977,2.20000044000009e-06,0.000848200254460076,0.000110199988980001,0,3.28999934200013e-05,0.0003123,0,0,0,9.25999444400333e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae",0,0,0,0,0,0.000205099979490002,0,0.000108600054300027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118700023740005,0,0,0,0,0,0,0.0101154969653509,0,0,0,0,0,0,0,0,0.000152699938920024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461200184480074,0,0,0,0,0,0,0,0,0,0,0,2.23999888000056e-05,0,0,0.000215499935350019,0,0,0,0,0,0,0,0,0,0,0,1.00999989900001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226900045380009,0,0,0,0,0,0,0,0,7.39e-05,0,0,0,0,0,0,0,0,0,9.80999411400353e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum",0.0159176984082302,0,0.00279259832444101,0,0.000245199975480002,0.000726399927360007,0.000129599987040001,0.000244200122100061,0,0.0003429,0,9.25000462500231e-05,0.00160580016058002,0,0,0.000236599905360038,0.000627800062780006,0,0,1.63000016300002e-05,0.000545699781720087,0.0001934,0.00099890019978004,0.000804400080440008,0.000793900079390008,6.63999867200026e-05,0.0108701978259604,0.000103699948150026,0.000264199973580003,4.17999874600038e-05,0,0,0,0.0002016,0.0003911,4.01999919600016e-05,9.33999719800084e-05,2.55000025500003e-05,0.000790699683720127,8.65000086500009e-05,0.000433100086620017,0,0.00560579551536359,0.00349069860372056,0.000556200055620006,0.000108200021640004,0,0.00150600030120006,0.0001169,0.000723300072330007,0.00632070063207006,0.0013139,0.0101006979798604,5.40999837700049e-05,0.000376000075200015,0.000143300057320023,0,0.00050639989872002,0.000175899929640028,0.000904399819120036,0,9.14000182800037e-05,0,0.000433300086660017,0.000182599963480007,0.000497599950240005,0.000969499806100039,0.000895699552150224,0,0.0023984,0.00203449938965018,8.04000482400289e-05,0.002765101659061,0,0,0.00169029966194007,0.000417199916560017,0.000227500022750002,0.000991399702580089,8.31000083100008e-05,0.000307099969290003,0,9.7499990250001e-05,0.00335289798826121,0,0.00024610004922001,4.94999752500124e-05,0.000590600354360213,0.00175609964878007,5.42000162600049e-05,0.0001939,2.82e-05,0.000948899810220038,0.000507000405600324,0.000314400157200079,0.000329299967070003,0,0.00050319979872008,0.000387800116340035,0.00120329975934005,0.000217300043460009,0,0.00107050021410004,0.0063632,0.000409799754120148,0,0,7.18999856200029e-05,0.000978199608720157,0.059134,6.40000128000026e-05,0.000209900062970019,0.000531299946870005,0,0,0.00017,0.00385239691808247,0,0,5.73999655600207e-05,0.0001786
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum",0,0,0,0,0,0,0,0,0,0,0,8.50000425000212e-06,9.10000091000009e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000494299851710045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85999942800011e-05,0,0,0,0,0,1.82999981700002e-05,0,2.63999868000066e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108589978282004,0,0,0,0,0,0,0,0,0,0,1.86999962600007e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile",0,0,0,0,7.92999920700008e-05,0,0,2.33000116500058e-05,0,0.0015476,0,0,0,0,0,0,0.00575530057553006,0.000666099733560107,0,0,0,0,0,0.00144250014425001,0,0,7.01999859600028e-05,9.79999510000245e-05,0,0,0,0,0,1e-05,0,0,0.000128999961300012,0,0.00755469697812121,0.000390500039050004,0,0,0,0,0,0.000462200092440018,0.00095530009553001,0.000837600167520033,0,0,0,0,0,0.0190596942820917,0,0,0,0,0,0.000652799869440026,0,0,2.3899995220001e-05,0,3.44999931000014e-05,0,0,0,0,0,4.13999875800037e-05,4.00000240000144e-05,0,0,0.0523403261701631,0,0,2.91000029100003e-05,0,0,0,0,0.00358729964127004,0,0,4.52000090400018e-05,0,0,0,1.93000057900017e-05,0,5.27e-05,1.30999973800005e-05,0.000878300702640562,0.000149300074650037,0,0.0007485,0,0,0,0,0,0,0,0,0,0.00123280024656005,0,0,0,6.73000134600027e-05,0,0.0125862987413701,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens",0,0,0,0,0,0.000691899930810007,0,0,0,0,0,0,2.61000026100003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01e-05,0,0,0,0,0.00115380011538001,0,0.000144899956530013,0,0,0,0,0.0127276012727601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016600009960006,0,0,0,0,0.0357904928419014,0.00674090067409007,0,0,0.00833389916661008,0,0,0,0,3.14000062800013e-05,0,2.20000132000079e-05,0,0,6.31e-05,0,0,6.70000536000429e-06,0,0,0.0026004,0,0,1.59999968000006e-06,0,0,0,0,0,0,0,0,0,0,0.000290800058160012,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens",3.22999967700003e-05,0,0,0,0,0,9.5999990400001e-06,0,0,1.8e-06,0,6.65000332500166e-05,4.10000041000004e-06,0,0,0,9.00000090000009e-06,0,0,0,2.83999886400045e-05,0,0,0,0,0,1.19999976000005e-06,0,0,0.000154099953770014,0,1.89e-05,0,0,2.94e-05,0,0,0,0,2.10000021000002e-06,0,0,7.3399941280047e-05,1.64999934000026e-05,0,4.50000090000018e-06,0,0.00025650005130001,0,0,0,0,6.17999876400025e-05,0,0,0,0,0,6.78999728400109e-05,3.04999939000012e-05,0,0,0,9.61000192200038e-05,0,2.02999979700002e-05,0,0.000428899785550107,0,0,0,0,0,0,0,0.000159499968100006,0,0,0,1.60000016000002e-05,0,0,2.71999972800003e-05,0,0,0,0,0,0,0,1.6e-05,0,0,0,0,0,0,6.09999756000098e-06,5.24000157200047e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,7.17999928200007e-05,0,0,0,2.89999768000186e-06,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA",0,0,0,0,0,0.0134439986556001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00703619788914063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176140017614002,0,0,0,0,0,0.0104702041880817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302099848950076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048621,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_D5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00112869954852018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755",0,0,0,0,0,0,0,0.00248140124070062,0,0,0,0,0,0,0,0,0,0,0,0,0.00386169845532062,0,0,0,0,0,0,0,0,0.0123439962968011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00281869971813003,0,0.00575799712100144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146479926760037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50",0.00782189921781008,0.0218280956343809,0.0435975738414557,0,0.00475059952494005,0,0,0,0.0693363138672628,0.0662031,0.0421614873515538,0,0,0,0,0.0293345882661647,0,0,0,0,0,0,0,0,0,0,0,0,0.097569490243051,0,0,0,0.117505588249441,0,0,0,0.00429879871036039,0,0,0,0,0,0,0,0,0.00196360039272008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117951023590205,0,0,0,0,0.0774132845173431,0,0,0,0,0,0.00174710104826063,0,0,0.227740954451809,0.0103630979273804,0.0162384016238402,0.0280613915815825,0,0,0,0.0513641948635805,0,0,0,0,0,0,0.0432800129840039,0.0026144,0,0.00948169810366038,0,0,0.00445329955467004,0,0.0120028951988419,0,0,0.024158504831701,0,0,0,0.0127362923582246,0.00758059772582068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208818
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum",0,0,0.00033469979918012,0,0,0.00402909959709004,0,0.000619600309800155,2.84000056800011e-05,0.0008588,0,0,7.52000075200007e-05,0,0,0.00397219841112064,0.000161100016110002,0.00630589747764101,0,0,0.000889699644120142,6.95e-05,0.000182400036480007,0.000100100010010001,0,0,0,0.00169079915460042,1.73999982600002e-05,0.00631289810613057,0,0,0,0,0,0,0,2.51000025100003e-05,0,0.000274000027400003,0,0,0,0,4.00000040000004e-05,0,0.00356130035613004,0.00314170062834013,9.91e-05,0,0,7.61e-05,0.000198899960220008,0.000623299813010056,0,0.00336300134520054,0,0,0.000708099716760113,0.000184699963060007,0,0,7.79999844000031e-06,0.0098965019793004,0,0.00102879989712001,0,0.00139699930150035,0,0.0012213,0.000405099878470036,0,1.72000103200062e-05,0,6.4000032000016e-05,0,0,0,0,0,2.79999972000003e-05,0,0,0,0,0,0.000134699932650034,0,0.00219839956032009,0,7.28e-05,0,0.000281399943720011,0,0.000277400138700069,0,0,0,0,3.27999934400013e-05,5.58000111600022e-05,0,0,0.0001081,0,0,0.00604750120950024,0,6.34999746000102e-05,0.0032448,0,0.000632900189870057,0,0,0,0.004011,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63999894400042e-05,0,0,0,0,0,0,0,0,0,0.000185199962960007,0,0.000409599795200102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437399868780039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000910600455300228,0,0,0,0,0,0,0,0,0,0,0,4.14999792500104e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_prevotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84999857500071e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis",0,0,0,0.000587899823630053,0,7.87999921200008e-05,0,0,0,0,0,0,0,0,0,0.000116199953520019,0,0,0,0,2.77999888800044e-05,0,0,0,0,0.000148799970240006,0,0.00051949974025013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000373299888010034,0,7.69999692000123e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29000137400082e-05,0,0.00192580096290048,0,4.59999908000018e-06,5.79000057900006e-05,0,0,0,0,0,0,0,0,6.19999690000155e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna",0,0,0,0,0,0,0,0,0,2.51e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692999653500173,0,0,0,0,0,0,5.06e-05,0,0,0,0,0,0,0,0,1.04999958000017e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294699941060012,0,0,0,0,0,0,0,3.03000181800109e-05,0,0.000264300132150066,0,0,1.65000016500002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93999844800124e-05,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_micra",0,0,0,0.000626999811900057,0,0.00167169983283002,0,0,0,0.0007241,0,1.51000075500038e-05,0,0,0,0.00150299939880024,5.19000051900005e-05,6.10999755600098e-05,0,0,5.83999766400093e-05,0,2.19000043800009e-05,0.000134500013450001,0,0.000350499929900014,0,0,0,0,0,0,0,0,6.1e-06,0,0,0,0.00818639672544131,0.000120400012040001,0,0.00271849918445024,0,3.59999856000058e-06,0,0.000157000031400006,0.000337800033780003,0,0,0,3.11000031100003e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00167329916335042,0.00132360026472005,0.0042665,0,0,3.6000021600013e-06,0,0.0487724243862122,8.29999834000033e-06,0.000141099971780006,0,0.000121399963580011,0,1.79999982000002e-06,0,0,0,0.0028205,0,0.000167799916100042,8.69000521400313e-05,0,0,6.37e-05,0,0.00354939929012014,0.000240000192000154,0,0,2.45e-05,9.74999610000156e-05,2.60000078000023e-06,9.9799980040004e-05,0.000187400037480007,0,0,0,0,0,0,0,0,0,0,0.000396900119070036,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified",4.36999956300004e-05,0,2.29999862000083e-06,0.000278199916540025,5.63999943600006e-05,0.00190139980986002,0,0,0,0.0056682,0,0.000258600129300065,0,0,0,0.00442449823020071,7.98000079800008e-05,0.00168789932484027,0,0,0.000219099912360035,5.1e-06,6.12000122400025e-05,0.000456100045610005,8.23000082300008e-05,0.00486429902714019,0,0.000234199882900059,0,0,0,0,0,0,4.26e-05,0,3.84999884500035e-05,0,0.0401414839434064,0.000438300043830004,0,0.0118266964519911,2.6499978800017e-05,0.000120699951720019,0,0.00195700039140008,0.000623600062360006,0,0,1.50000015000002e-05,0.000142500014250001,0,0,0,0,8.54000341600137e-05,0,9.23999815200037e-05,0,3.39999932000014e-06,0,3.90000078000016e-05,1.97999960400008e-05,4.9000009800002e-06,0,2.11999978800002e-05,0,0.00247179876410062,0.0178565035713007,0.0051102,4.89999853000044e-06,0,9.97000598200359e-05,0,0.257349128674564,0.000109399978120004,0.000455399908920018,0,0.000301699909490027,0,5.83999941600006e-05,5.15000206000082e-05,3.79999962000004e-06,0,0.0059929,0,0.00128029935985032,0.0002766001659601,0,3.19000095700029e-05,0.0002256,1.55e-05,0.0180557963888407,0.000415000332000266,0,0,9.9e-05,0.000193399922640031,0.000161500048450015,0.000161999967600006,0.00372230074446015,0,0,0,0,0,0,0,0,0,0,0.000539800161940049,1.63999983600002e-05,0,8.47999830400034e-05,0,4.19999664000269e-06,0,0,0,3.4e-06
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei",0,0,0,3.86999883900035e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000641999807400058,0,9.06999637200145e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035955017977509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25999899200081e-05,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29999735000132e-06,0,0,0,0,0,0,5.76e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207007103503552,0,0.000135599972880005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09999858000028e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum",2.06999979300002e-05,0,0,0,4.47999955200004e-05,0,0,0,0,0,0,4.4000022000011e-06,0,0,0,9.19999632000147e-06,0,0.00242899902840039,0,0,0,0,1.51000030200006e-05,0.000178400017840002,2.89000028900003e-05,0.000375399924920015,0,0,0,0,0,0,0,0,0.0001884,0,5.5999983200005e-06,0,0,0,8.51000170200034e-05,0,0,0,0,0.000127600025520005,0,0,0,2.60000026000003e-05,0,2.8e-06,9.49999810000038e-06,0.000216499935050019,0,0,0,0,0,0,0,0,0,0,0,1.03999989600001e-05,0,0,0,0,0,0,0,0,0,4.8999990200002e-05,0,0,0,0,0,0,0,0,0,0,0,2.99000179400108e-05,0,5.49000164700049e-05,2.99e-05,0,0,0,0,0,0,0,4.00000120000036e-06,0,3.50000070000014e-05,0,0,0,0,0,0,0,0,0,2.5000005000001e-06,0,0,0,0,0,0,0,0,0,0
