"","metahit","metahit.1","metahit.2","metahit.3","metahit.4","metahit.5","metahit.6","metahit.7","metahit.8","metahit.9","metahit.10","metahit.11","metahit.12","metahit.13","metahit.14","metahit.15","metahit.16","metahit.17","metahit.18","metahit.19","metahit.20","metahit.21","metahit.22","metahit.23","metahit.24","metahit.25","metahit.26","metahit.27","metahit.28","metahit.29","metahit.30","metahit.31","metahit.32","metahit.33","metahit.34","metahit.35","metahit.36","metahit.37","metahit.38","metahit.39","metahit.40","metahit.41","metahit.42","metahit.43","metahit.44","metahit.45","metahit.46","metahit.47","metahit.48","metahit.49","metahit.50","metahit.51","metahit.52","metahit.53","metahit.54","metahit.55","metahit.56","metahit.57","metahit.58","metahit.59","metahit.60","metahit.61","metahit.62","metahit.63","metahit.64","metahit.65","metahit.66","metahit.67","metahit.68","metahit.69","metahit.70","metahit.71","metahit.72","metahit.73","metahit.74","metahit.75","metahit.76","metahit.77","metahit.78","metahit.79","metahit.80","metahit.81","metahit.82","metahit.83","metahit.84","metahit.85","metahit.86","metahit.87","metahit.88","metahit.89","metahit.90","metahit.91","metahit.92","metahit.93","metahit.94","metahit.95","metahit.96","metahit.97","metahit.98","metahit.99","metahit.100","metahit.101","metahit.102","metahit.103","metahit.104","metahit.105","metahit.106","metahit.107","metahit.108","metahit.109"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_rectale",0.297019310894207,0.0023827,0.000433799913240017,0.0068885,0.0209965916013634,0.0108569,0.00621969875606025,0.0203444938966518,0.00798399760480072,0.0228791045758209,0.0102164010216401,0.0860012,0.0187359,0.0437929131378739,0.0229599908160037,0.0190743019074302,0.0127828076696846,0.0213935021393502,0.0109066978186604,0.0489687146906144,0.0440073911985218,0.0485346194138478,0.0139289972142006,0.0200916959816608,0.0477425047742505,0.131594852637941,0.0454840045484005,0.0566542943345706,0.0245162,0.011211896636431,0.0803897080389708,0.0125209025041805,0.0141585957524213,0.00270460081138024,0.0267719160631496,0.0253879974612003,0.0474676905064619,0.0746078925392107,0.0733479146695829,0.00388840038884004,0.160084651974604,0.0482433807026477,0.0542547782980887,0.194737580526242,0.00705949788215064,0.00150319984968002,0,0.0552239779104088,9.59000191800038e-05,0.0541981783207287,0.0938578906142109,0.0123741012374101,0.0658327868334426,0.155807253257824,0.0418235083647017,0.0736732147346429,0.155525415552542,0.0696008721596511,0,0.00300199939960012,0.0342630897210731,0.0099648980070204,0.0141049971790006,0.0163511,0.0787933315173326,0.00855029828994034,0.0681024272409709,0.00316989936602013,0.0103632020726404,0.178465164306967,0.0296323940735212,0.0103923937645637,0.0031036012414405,0.00783510235053071,0.143709371854686,0.202180140436028,0.00413960041396004,3.17000031700003e-05,0.0209593937121819,0.0394029197014599,0.0222083022208302,0.0806314161262832,0.0375065,0.00962400673680472,0.00826250247875074,0.0106104989389501,0.0754998,0.0399272119781636,0.0640346064034606,0.03339,0.00540550162165049,0,0.0141270014127001,0.1103109,0.0166239049871715,0,0.0172366017236602,0.0263088026308803,0.0460667815732874,0.00140720028144006,0.0329873032987303,0.0305574061114812,0.130117678070607,0.0929593092959309,0.0122514963245511,0.00164399934240026,0.0172657086328543,0.0622148,0.0382231885330434,0.00310530031053003
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_saphenum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.70000335000168e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum",0.0826386752083974,0.0241346,6.13999877200025e-05,0.2178235,0.00606939757224097,0.0013032,0.000423899915220017,0.044385586684324,0,0.00195610039122008,0.0495464049546405,0.0246065,0.0020932,0.0194915058474518,0.00149099940360024,0.0479376047937605,0.00357490214494129,0.188268918826892,0.000577299884540023,0.0190065057019517,0.0161894967621006,0.00524050209620084,0.26285374742925,0.00553919889216022,0.0305856030585603,0.000299000119600048,0.0773696077369608,0.00462689953731005,0.0014297,1.66999949900015e-05,0.00210880021088002,0.024640504928101,0.0190287942913617,0,0.0115246069147641,0.237002476299752,0.0295062940987412,0.114909888509011,0.0306722061344412,0.0309250030925003,0.0254903923528823,0.0152453939018424,0.00523599790560084,0.0688752931124707,0.00478549856435043,0,0.00382440076488015,0.00273669890532044,0.000424300084860017,0.000642899742840103,0.0096237990376201,6.96000069600007e-05,0,0.011272196618341,0.00164770032954007,0.0371908074381615,0,0,0,0.00618069876386025,0.0368527889441633,0.00132299973540005,0.00955729808854038,0.0155741,0.0406561162624465,0.025248594950281,0.112477844991138,0.00135729972854005,0.00101510020302004,0,0.0050376989924602,0,0.116009746403899,0.165097949529385,0.00213880106940053,0.00109790021958004,0,0,0.0168144949556515,0.0205220102610051,0.000705900070590007,0.00297120059424012,0.0098752,0.0185770130039091,0.00272070081621024,0.000557099944290006,0,0,0.00525990052599005,0.0564293,0,0,0.000105100010510001,0.0052829,0,0,2.34000023400002e-05,0,0.0232793906882437,1.49000029800006e-05,0.0262545026254503,0.00024080004816001,0.0872253523352114,0.000197000019700002,0.00161989951403015,0.0147970940811624,0,0.0029262,2.59999922000023e-06,0.0105370010537001
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_3_1_31",0,0,0,0,0,0,0,0,0.000307499907750028,0,0,0,0,4.20000126000038e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000116999988300001,0,0,0,2.61e-05,0.000751500225450068,0,0,0,0,0.000620800372480224,1.91000019100002e-05,7.84000078400008e-05,0,8.43000168600034e-05,0,0,0,0,0,0,0.00283770141885071,0,7.16999784900065e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum",0,6.24e-05,0.00106489978702004,0.0001431,0.000443599822560071,0.0003488,0.000108099978380004,0.000179999946000016,0,0.000177800035560007,2.66000026600003e-05,0.0010499,0.0053367,0.0033632010089603,0.00087629964948014,0.00255230025523003,6.52000391200235e-05,7.10000071000007e-06,0.000196199960760008,0.000689400206820062,0.00515939896812021,0,0.000194199961160008,0.00381449923710015,0.000583000058300006,0.00488780195512078,0.000427700042770004,6.58999934100007e-05,0.0004222,0.00528259841522048,0,0,0.0010618996814301,0.00056050016815005,0.000536200321720193,0,0.000133399973320005,0.000265399973460003,0.000848400169680034,0.000150700015070002,0,0.00103619958552017,0.000352399859040056,0.00165309983469002,0.00362869891139033,0.000215599978440002,0.00908080181616036,0.00237449905020038,4.38000087600018e-05,0.000317499873000051,0.00213989978601002,0.0099824009982401,0.00126159974768005,0.00324529902641029,0.00117920023584005,0.00522890104578021,0.00600440060044006,0.00383529846588061,0,0.00151269969746006,0.000313299906010028,0.000611799877640024,0.00519479896104021,0.0007843,0.00457540183016073,0.00137909972418006,0.000777700311080124,0.00174889965022007,0.00118920023784005,0.00294169941166012,0.00109499978100004,0,0,0.00011490003447001,0.00083990041995021,0,0.000249100024910003,0,0.00123659962902011,0,0,3.43000068600014e-05,0.001307,0.00247900173530121,0.00170000051000015,4.49999955000004e-05,0,0,0.00536140053614005,0,0,0,0.000263400026340003,2.4e-05,0.00155750046725014,0,0.00102520010252001,0.00273170027317003,0.0018997992400803,0,0,0.00594890118978024,0,0,0.00965069710479087,0.000774299690280124,0.00131900065950033,0.0002581,0.0100553969833809,0.00239080023908002
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73000094600019e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus",0.000737499778750066,7.73e-05,0.00075639984872003,0.0001228,0.0012216995113202,0.0001453,6.97999860400028e-05,0.00256279923116023,0.0011524996542501,0.00451800090360018,0.000286800028680003,0.0011614,2.25e-05,4.69000140700042e-05,0,0.000166100016610002,9.37000562200337e-05,9.12000091200009e-05,0.000174899965020007,4.63000138900042e-05,3.66999926600015e-05,0.00196200078480031,6.40999871800026e-05,0.00133879973224005,8.80000088000009e-05,0.00031530012612005,0.000612000061200006,0.000275699972430003,0.0001798,0.00418319874504038,0.000384400038440004,0,0.000476099857170043,5.66000169800051e-05,0.000105300063180038,5.51999944800006e-05,4.12999917400017e-05,0.000309299969070003,0.000188400037680008,9.29000092900009e-05,0.00121399963580011,0.000228299908680037,0.000924399630240148,0.000170799982920002,7.7399976780007e-05,0.000411599958840004,0.00211000042200008,0.000412399835040066,0.000851200170240034,0.000985399605840158,0.00147359985264001,3.94000039400004e-05,0,0.000678299796510061,0.000972600194520039,0.000336700067340013,0.000191400019140002,0.00160349935860026,0.000401,0.000207099958580008,0.000807299757810073,0.000180399963920007,0,1.03e-05,0.000878400351360141,0.000156399968720006,0.000134000053600021,0.000323999935200013,0.000136900027380005,0.000134099973180005,0.000696199860760028,0,0.000215900086360035,0.000117500035250011,0.000193400096700048,0.000143400028680006,0,0,0.00250619924814023,0.000100100050050025,0.000434600043460004,0.000266800053360011,0.0009579,0.00166280116396081,0,0.000441199955880004,0.0019478,0,0.000174800017480002,0.000819,0.000189000056700017,0,0,0.0005181,0.0170929051278715,0.00011070006642004,1.29000012900001e-05,0.000172700017270002,0.000931999627200149,0,0.00114150011415001,0.000672000134400027,0,0.00131660013166001,8.28999751300075e-05,0.000213699914520034,0.0028143014071507,0.0002377,0.00033239990028003,0.000899000089900009
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_unclassified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.69999806000039e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000309500030950003,0,0,0,0,0,0,0,0,0,0.000745900223770067,0,0,0,0.00131130065565033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hansenii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3e-06,0.000125000037500011,0,0,0,3.09000154500077e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica",0.000104199968740009,0,0,0,0,0,0,0,0,8.67000173400035e-05,0,0,0,3.3200009960003e-05,0,0,0,0,0,0,0,0,0,0,0,0.000131000052400021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003637,0,0,0,0,0,0,0,0,0,0,3.57999928400014e-05,0,0.00165209900874059,0,0,4.58000229000115e-05,0,0,0,0,0,0.000570300057030006,0,0,0.00261020182714128,0,0.000186999981300002,0,0,0,0,0,7.84000392000196e-05,0,0,0,9.78000586800352e-05,0,0.000393900039390004,0,0,0,0,0.000742200445320267,0,0,0,1.15000057500029e-05,0.0001084,0.000603099819070054,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4200004840001e-05,0,0,0,0,0,0,0,0,0,0,0,0.0001261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29e-05,0.000280300084090025,0,0,6.80000204000061e-05,0,0,0,0,0,0,0,0,0.000268400053680011,0,0,0,1.21000012100001e-05,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus",0,0,9.39999812000038e-06,1.39e-05,0,1.6e-06,0.0412474917505017,3.39999898000031e-06,9.27999721600084e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147099955870013,0,0.0820248164049633,0,0,6.07000364200219e-05,0,0,0,0.00208320041664008,0,0,0,0,0,0,4.73999952600005e-05,0.00101340020268004,0,0,0,0,7.36000073600007e-05,0.000530099893980021,0,0,0,0,7.74999690000124e-05,0.0017075,0,0,0,0,0,0.000906800362720145,0,0,0,2.5000005000001e-05,0.000328899934220013,6.49999870000026e-06,0,0,5.19000155700047e-05,0,0,0,0.0225119022511902,0,0,1.95000019500002e-05,0,0.0005558,0.000370500259350182,0,0,0.0043561,0.0285150085545026,0.000134900013490001,3.23e-05,0.00681080204324061,0.0123482061741031,0,0,1.38000041400012e-05,0.00259790155874094,0,9.33000093300009e-05,0,0.000153600030720006,0,0.00223240044648009,0.000351000210600126,0,3.09999907000028e-06,0,0,0.0007492,7.84999764500071e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum",0.00207289937813019,0.0020831,0.00311389937722012,0.0017691,0.00293229882708047,0.002446,0.000931499813700037,0.00425589872323038,0.000625899812230056,0.00850430170086034,0.00140470014047001,0.0042208,0.0058312,0.00194820058446018,0.00139099944360022,0.00253430025343003,0.00339620203772122,0.00238130023813002,0.000691799861640028,0.00494560148368044,0.00427209914558017,0.00182680073072029,0.00182409963518007,0.00223539955292009,0.00219870021987002,0.00392020156808063,0.00260750026075003,0.00271979972802003,0.0010424,0.0130458960862312,0.00389450038945004,0.0024962004992401,0.00494469851659045,0.00414210124263037,0.00409680245808147,0.000727399927260007,0.00224649955070009,0.00390469960953004,0.00164720032944007,0.00126760012676001,0.0044245986726204,0.00191789923284031,0.0043470982611607,0.00375969962403004,0.00287219913834026,0.000346599965340003,0.00890170178034036,0.00268459892616043,0.00130130026026005,0.00216089913564035,0.00305599969440003,0.00299290029929003,0.0024361995127601,0.00188689943393017,0.00217670043534009,0.0319346063869213,0.00507120050712005,0.000962999614800154,0.0003855,0.00352629929474014,0.00400359879892036,0.00341629931674014,0.00208939958212008,0.0014693,0.00238680095472038,0.00413469917306017,0.00267840107136043,0.00309229938154012,0.00114190022838005,0.000875099824980035,0.00830309833938033,0.00467439719536168,0.0218221087288435,0.00295950088785027,0.00404820202410101,0.00276510055302011,0.000552800055280006,0.000259900025990003,0.00800979759706072,0.00276180138090069,0.00524980052498005,0.00345240069048014,0.0067163,0.0113873079711156,0.0011354003406201,0.00138449986155001,0.0006907,0.000227900068370021,0.00909860090986009,0.0068292,0.000340100102030031,0.00384050192025096,0.000581500058150006,0.0034185,0.0067284020185206,0.00328850197310118,0.00356670035667004,0.00110410011041001,0.00536379785448086,0.024038804807761,0.00402750040275004,0.00136010027202005,0.00302930181758109,0.00293940029394003,0.00185749944275017,0.000579999768000093,0.00883140441570221,0.0028946,0.00703509788947063,0.00731350073135007
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques",0.0150088954973314,0.0093045,0.00520859895828021,0.0085093,0.0143898942440423,0.0078952,0.0114179977164005,0.0271704918488524,0.0145584956324513,0.0161527032305406,0.0110502011050201,0.012873,0.0318177,0.0126438037931411,0.0120017951992819,0.0140417014041701,0.00802160481296289,0.0172450017245002,0.00585679882864023,0.021729506518852,0.0322048935590213,0.0140832056332823,0.00917549816490037,0.0133515973296805,0.00915880091588009,0.0114535045814018,0.0107652010765201,0.00890469910953009,0.0129186,0.0301988909403327,0.0154863015486302,0.0142755028551006,0.011416296575111,0.0143078042923413,0.0133603080161848,0.00826799917320008,0.00452959909408018,0.0146342985365701,0.00707860141572028,0.0202878020287802,0.0262004921398524,0.00507959796816081,0.018760492495803,0.0140725985927401,0.00460579861826041,0.00412789958721004,0.0264118052823611,0.0143658942536423,0.00849600169920034,0.0192391923043231,0.00705809929419007,0.0124236012423601,0.0134414973117005,0.0159431952170414,0.0113717022743405,0.0375618075123615,0.0194120019412002,0.024986890005244,0.0270087,0.0136629972674005,0.0294851911544427,0.0143392971321406,0.00908749818250036,0.0019659,0.0236196094478438,0.0119203976159205,0.0144547057818823,0.00840489831902034,0.0101466020293204,0.0099214980157004,0.0196344960731008,0.0364002781598331,0.031427012570805,0.0135230040569012,0.016033708016854,0.00812920162584032,0.00468570046857005,0.0119926011992601,0.0131812960456112,0.0100380050190025,0.00830300083030008,0.0130804026160805,0.010013,0.0132457092719965,0.00419100125730038,0.0102913989708601,0.0561997,0.177705453311636,0.0257193025719303,0.0412114,0.0202443060732918,0.0111271055635528,0.00293740029374003,0.01145,0.0210140063042019,0.0467093280255968,0.0159372015937202,0.0159476015947602,0.0182862926854829,0.0112058022411604,0.0119428011942801,0.0102893020578604,0.0145083087049852,0.0144347014434701,0.0121086963673911,0.00724389710244116,0.0223629111814556,0.0104385,0.0510327846901646,0.0274604027460403
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus",0,0,0.109235778152844,0.0025798,0,4.5e-06,0,0,0,0,0,0.0285344,0,0,0.0804300678279729,0.324901932490193,0,0.0366634036663404,0,0,0.000124799975040005,0,0,0,0.0241217024121702,0,0.0154712015471202,0.0145222985477701,0.2508688,0,0,0,0,0,0.302245381347229,0,0.0334497933100413,0.0934906906509309,0.0236053047210609,0.0686614068661407,7.18999784300065e-05,0,0,0.0467730953226905,0.0358877892336632,0,0,0.102308559076576,2.19000043800009e-05,0.0589946764021294,0,0,0,0.099973870007839,0.266056753211351,0,0,0,0,0.356840628631874,0,0.0985227802954439,0.0651024869795026,0.0039689,0.203690481476193,0,0.358493443397377,0,0.00226240045248009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174200017420002,0,0,0,0,0,0,0,0,0,0.000100599959760016,0,0,0,0,0,0,0,0,0,4.4299986710004e-05,0.240292524029252
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified",0.000281599915520025,0.0001588,0,0,0.00200199919920032,0.000903,0.000868799826240035,0.00125239962428011,0.000205399938380018,0,0.000291100029110003,0,0.0008201,0.000562600168780051,0,0,0.000599300359580216,0,0.00050139989972002,0.00259530077859023,0.00480979903804019,0.000369100147640059,0.00137449972510005,0.00131119973776005,0,0.000731600292640117,0,0,0,0.00170949948715015,0.00174520017452002,0,0.000509599847120046,0.000180100054030016,0,0.00151909984809001,0,0,0,0,0.000671099798670061,0.000380099847960061,0.00176559929376028,0,0,0.000587499941250006,0.000180700036140007,0,0.000854800170960034,0,0.000352499964750004,0.000851700085170008,0.000867599826480035,0,0,0.00075350015070003,0,0.000767399693040123,0.0005654,0,0.000180299945910016,0,0,0,0,0.00217329956534009,0,0.00165949966810007,0,0.000693699861260028,0.000726599854680029,0.000882399470560318,0.000339100135640054,0.00283490085047025,0.000934300467150234,0.00139180027836006,0.000167200016720002,0.000137700013770001,0.00169769949069015,0.00147300073650037,0.000386800038680004,0.000571300114260023,0.0005601,0.00119510083657059,0.00117380035214011,0.00191589980841002,0.0008559,0,0.00161710016171002,0.0006641,8.77000263100079e-05,8.46000423000212e-05,0.000342300034230003,0.0003373,0.000995600298680089,0.00121750073050044,0.00167660016766002,0.000226000022600002,0.00162199935120026,0,0.00171750017175002,0.000857400171480034,0.00171730103038062,0.00098200009820001,0.000769799769060069,0.000866499653400139,0.000701700350850175,8.3e-05,0.000428299871510039,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catonella|s__Catonella_morbi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70000085000042e-05,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus",0.000925399722380083,0.0012623,0.00151199969760006,0.0026657,0.00203299918680033,0.00103,4.04999919000016e-05,0.000746799775960067,0.000388799883360035,0.000899200179840036,0.00098170009817001,0.0042065,0.0039941,0.000595500178650054,0.00347259861096056,0.00313580031358003,0.000920800552480331,0.00154070015407002,0.000271199945760011,0.00195330058599018,0.0025882994823401,0.0012230004892002,0.00102619979476004,0.000871899825620035,0.000946100094610009,0.00132770053108021,0.00525320052532005,0.00126539987346001,0.0012281,0.0044036986788904,0.00231480023148002,0.000276800055360011,0.000860099741970078,0.00100060030018009,0.00189750113850068,0.00172759982724002,0.000554999889000022,0.00172929982707002,0.00117940023588005,0.00122660012266001,0.000392599882220035,0.00114369954252018,0.00158269936692025,0.00402599959740004,0.00378309886507034,1.33999986600001e-05,0,0.00163419934632026,0.000604400120880024,0.0012468995012402,0.00275589972441003,0.000682600068260007,0.00050719989856002,0.00228999931300021,0.00135080027016005,0.00426720085344017,0.00157120015712002,0.00239709904116038,0.0001495,0.00110009977998004,0.00318119904564029,0.000705799858840028,0.000330799933840013,0.0001958,0.00175390070156028,0.00138809972238006,0.00161120064448026,0.00114109977178005,0.000527500105500021,0.00051129989774002,0.00366279926744015,0.00192299884620069,0.00259490103796042,0.0011485003445501,0.000951000475500238,0.000905000181000036,0,0,0.000941799717460085,0.00172830086415043,0.00223600022360002,0.000793800158760032,0,0.00236990165893116,0.000543900163170049,0.000366699963330004,0,0.000591600177480053,0.00389880038988004,0.0008596,5.73000171900052e-05,0,0.000513400051340005,0.0020949,0.00353730106119032,0,0.00394600039460004,0,0.00229209908316037,0.00120530024106005,0.00276970027697003,0.00154670030934006,0.00131800079080047,0,0.00100219969934009,0.000411899835240066,0.00348850174425087,0.0006354,0.00326699901990029,0.00610140061014006
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0.00843939746818076,0.0034728,0.00528679894264021,0.0038442,0.00711149715540114,0.0058972,0.00220739955852009,0.000912499726250082,0.00932979720106084,0.00883610176722035,0.00732180073218007,0.0110814,0.00637,0.00208820062646019,0.0110646955741218,0.00380530038053004,0.00386900232140139,0.00397720039772004,0.000555299888940022,0.00162960048888015,0.0051096989780602,0.00485330194132078,0.00186889962622007,0.0024729995054001,0.00460750046075005,0.0114629045851618,0.00242540024254002,0.00203559979644002,0.0021356,0.0118426964471911,0.00704400070440007,0.00105730021146004,0.00228149931555021,0.00724630217389065,0.00530560318336191,0.000576599942340006,0.0099123980175204,0.00577669942233006,0.00683790136758027,0.00297030029703003,0.00369609889117033,0.0031397987440805,0.00204529918188033,0.00424749957525004,0.00721379783586065,0,0.0198791039758208,0.00432729826908069,0.00149550029910006,0.00868209652716139,0.00804809919519008,0.00401810040181004,0.00552609889478022,0.00523789842863047,0.0024638004927601,0.0107594021518804,0.00543170054317006,0.00353339858664057,0.0070662,0.0112428977514205,0.00764809770557069,0.00294289941142012,0.00233619953276009,0.0013179,0.00327250130900052,0.00355159928968014,0.00416870166748067,0.00618759876248025,0.00271660054332011,0.00375279924944015,0.0112325977534804,0.0109478934312639,0.0302375120950048,0.0078148023444407,0.0162286081143041,0.00412250082450016,0.00122720012272001,0,0.00951279714616086,0.0617084308542154,0.0257798025779803,0.00353100070620014,0.0148257,0.0106437074505952,0.00601480180444054,0.000306799969320003,0.0055526,0,0.0140718014071801,0.0109393,0,0.00637470318735159,0.00193700019370002,0.0048991,0.00320010096003029,0.000783600470160282,0.00726850072685007,0,0.00289669884132046,0,0.0120992012099201,0.0107587021517404,0.00356140213684128,0.00343500034350003,0.00678199796540061,0.00108459956616017,0.0109359054679527,0.0041407,0.0290965912710226,0.0106153010615301
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus",0,0,0,0,0,0,2.5299994940001e-05,0,0,0,0,0,7.1e-06,0,0.000183399926640029,0,0,0,0.000100499979900004,0.00122820036846011,7.69999846000031e-05,0,0,0,0,0,6.26000062600006e-05,8.47999915200008e-05,0,0,0.000132200013220001,0,0,0,0.000105400063240038,5.59999944000006e-06,0,0,0.00267170053434011,0.0650769065076907,0.00010679996796001,0,0,2.52999974700003e-05,0,0,0,2.33999906400037e-05,0.000126700025340005,2.32999906800037e-05,0,0,0,0.0149786955063913,9.85000197000039e-05,0,0,0,0,2.61999947600011e-05,0,0,0,0,0.0264174105669642,0,0,0,0.000213200042640008,0,5.29999894000021e-05,4.90999705400177e-05,0,0,0,0,0,0,0,0,0,0.000155700031140006,0,0,0,0.0533829946617005,0,0,0,0,0,0,1.61000016100002e-05,0,5.97000179100054e-05,0,0.000226600022660002,0,0,0,0,0,0,0,9.9999970000009e-06,0,0,0,0,0
