"","WT2D","WT2D.1","WT2D.2","WT2D.3","WT2D.4","WT2D.5","WT2D.6","WT2D.7","WT2D.8","WT2D.9","WT2D.10","WT2D.11","WT2D.12","WT2D.13","WT2D.14","WT2D.15","WT2D.16","WT2D.17","WT2D.18","WT2D.19","WT2D.20","WT2D.21","WT2D.22","WT2D.23","WT2D.24","WT2D.25","WT2D.26","WT2D.27","WT2D.28","WT2D.29","WT2D.30","WT2D.31","WT2D.32","WT2D.33","WT2D.34","WT2D.35","WT2D.36","WT2D.37","WT2D.38","WT2D.39","WT2D.40","WT2D.41","WT2D.42","WT2D.43","WT2D.44","WT2D.45","WT2D.46","WT2D.47","WT2D.48","WT2D.49","WT2D.50","WT2D.51","WT2D.52","WT2D.53","WT2D.54","WT2D.55","WT2D.56","WT2D.57","WT2D.58","WT2D.59","WT2D.60","WT2D.61","WT2D.62","WT2D.63","WT2D.64","WT2D.65","WT2D.66","WT2D.67","WT2D.68","WT2D.69","WT2D.70","WT2D.71","WT2D.72","WT2D.73","WT2D.74","WT2D.75","WT2D.76","WT2D.77","WT2D.78","WT2D.79","WT2D.80","WT2D.81","WT2D.82","WT2D.83","WT2D.84","WT2D.85","WT2D.86","WT2D.87","WT2D.88","WT2D.89","WT2D.90","WT2D.91","WT2D.92","WT2D.93","WT2D.94","WT2D.95"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hylemonae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_leptum",0,0.00102579989742001,0.000248099925570022,0.0329717197830319,0,0.000149000014900001,0.000193500019350002,0.000448799910240018,0.000369100073820015,0.00412519958748004,0.000673799393580546,0.000294899970510003,0.000548900054890005,0.000133800013380001,0.0024979985012009,0.000304100182460109,0.00163389983661002,0.00305929877628049,0.000509400254700127,0.0018666,0.0360848,0.0003409,0.0003602,0.00074430014886003,0.000373999925200015,0.000208700041740008,0.0004868,0.000386599961340004,0.00026230005246001,0.0029854,0.000263900026390003,0.00210150042030008,0.00221540044308009,0.000106599946700027,0.000338100033810003,0.000274500082350025,7.20999927900007e-05,0.0026892,0.000608400243360097,0.000246200024620002,0.00451309954869005,0.000629799874040025,0.000347100138840056,0.0005217,0.000433600130080039,0.000264999973500003,0.00066510019953006,0.00153439969312006,0.00141160042348013,0.0004015,0.0008211,0.0001117,0.00149469970106006,0.000322100096630029,0.000102999979400004,0.000693099792070062,7.59e-05,0.000786600157320031,0.0003783,0.000352000035200004,0.000161499967700006,0.00494910049491005,0.00119669964099011,0.0002028,0.000862699827460034,0.00403689838524065,0.00151769969646006,0.000634100126820025,0.00103279958688017,0.000353999893800032,0.0001954,0.0093941962423215,0.000837099832580033,0.000888699911130009,0.0002799,0.000381,0.000184899981510002,0.00186919831772151,0.000383999923200015,0.000501799749100126,0.0055484,0.000258499974150003,0.000527300052730005,0.00024659995068001,0.000422499788750106,0,0.00129619974076005,0,0.00335690201414121,0.00125950025190005,0.000520500104100021,0.00673179932682007,0.0001519,0.000346400103920031,0.000536200214480086,0.000702100280840112
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_methylpentosum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047159971704017,0,0,0,0,9.09e-05,0,0,0,0,0.000234499953100009,0,0,0,0,0,0,0,0.000485000097000019,0,0.000152500015250002,6.97000209100063e-05,0,0,0,2.57000025700003e-05,0,0,0,0,5.30000159000048e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.63999927200015e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_nexile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.77999728800108e-05,0.000553300276650138,0,0,0,0.020042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000159399984060002,0,0,0,0,0,0,0,0,0,0,0,8.09000242700073e-05,0,0.010177,0,0,0,0,3.16999904900029e-05,0,0,0,0,0,0.00937400093740009,0,0,0,0.000997099601160159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002224,0,0,0,3.79999810000095e-06,0,0.000926699814660037,0,0,0,0,0,0,0,0.00162170064868026,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000348799930240014,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_scindens",0,0,0,0,0,0,0,0,0,3.68999963100004e-05,0,0,3.78000037800004e-05,0,0.000129999922000047,0,0,0,0,0.0002472,0,6.91e-05,0,0,4.56999908600018e-05,0,0,0,0,0,0,0,0,0,1.12000011200001e-05,0,0,0,0,0,4.94999950500005e-05,0,1.2200004880002e-05,0.0001888,0,0,7.03000210900063e-05,0,8.29000248700075e-05,1.58e-05,0,4.6e-05,0,0,0,0,0,0,0,3.89000038900004e-05,0,0,0,0,1.26999974600005e-05,1.93999922400031e-05,0,0,2.4899990040004e-05,0,0,2.39999904000038e-05,0,0,2.5e-06,0,0,0.000182899835390148,3.47999930400014e-05,0,6.2e-06,0,0,0,2.77999861000069e-05,0,0,2.06000020600002e-05,0,6.11000122200024e-05,0,0,0,0,1.11000044400018e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_HGF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383850115155035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_KLE_1755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00371949925610015,0,0,0,0,0.00516590154977046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_L2_50",0,0.0224299977570002,0,0,0,0,0,0,0,0.131657886834211,0.0461858584327274,0.00772479922752008,0,0,0,0,0,0.031284287486285,0.133431366715683,0,0,0,0,0,0,0.0227636045527209,0.0403335,0,0,0,0,0,0,0,0.00795150079515008,0,0.0134831986516801,0,0,0,0,0,0,0,0.0880323264096979,0,0,0,0,0,0.0156454,0,0,0.0192181057654317,0.0610558877888224,0,0.0173891,0.049429209885842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860801225278897,0,0,0,0.118755288124471,0,0,0,0,0,0,0,0,0,0,0,0,0.0789618315847326,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_symbiosum",0,0,0,0,0,0,0,0,7.5000015000003e-05,0,0.000258499767350209,0,0,0,0.000119199928480043,0,0.000539499946050005,0,0,5.6e-06,0,0.0004888,6.37e-05,8.60000172000034e-06,0.000740799851840029,0,0,0.000213799978620002,0,0,0,7.25000145000029e-05,0.000317300063460013,0,0,7.22000216600065e-05,0,0,0,0.000266900026690003,4.74999952500005e-05,0.000444199911160018,0,0.0003667,0,0,0.00506110151833046,0,0.00301720090516027,0,0,0,0,0,0,9.81999705400088e-05,0,0,0,0.000147500014750001,9.65999806800039e-05,5.73000057300006e-05,0,0,8.43999831200034e-05,0,0.000185499962900007,0,0.000167399933040027,0,0,0,0,0,0.0030541,3.1e-06,0,0,0,0,0.0007226,0,0,0,7.62999618500191e-05,9.5400009540001e-05,0,0,3.70000222000133e-05,0,6.37000127400025e-05,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_lactolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_obesiensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.79999768000093e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_prevotii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44999971000006e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24000012400001e-05,0,0,0,2.04999918000033e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_tetradius",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Anaerococcus|s__Anaerococcus_vaginalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000154699938120025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Finegoldia|s__Finegoldia_magna",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429699828120069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Parvimonas|s__Parvimonas_unclassified",0,0,0,0,0,0,0,0,0,2.49999975000002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.62999614800154e-05,0,0,0,0,0,0,0,0,1.61e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62000104800042e-05,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_harei",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00000030000009e-05,0,0,0,5.76e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XI_Incertae_Sedis|g__Peptoniphilus|s__Peptoniphilus_lacrimalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77999964400007e-05,0,0,0,0,0,0,0,0,1.21e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_noname|s__Eubacterium_infirmum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.69999913000009e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified",0,4.36999956300004e-05,0,0,0,5.22000052200005e-05,0,0,2.13000042600008e-05,0,0,4.55999954400004e-05,0,0,0,2.55000153000092e-05,6.27999937200006e-05,0,5.9900029950015e-05,0,0,2.63e-05,0,3.46000069200014e-05,0.000123199975360005,0,0,0,0,0,0,3.49000069800014e-05,4.55000091000018e-05,0.000168399915800042,3.46000034600003e-05,0,0,0,2.96000118400047e-05,4.03000040300004e-05,0,2.4399995120001e-05,0,0,7.15000214500064e-05,0,0,0,0,0,0,3.62e-05,5.26999894600021e-05,0,0,0,0,0,0,0,0,4.57000045700005e-05,0,2.4e-05,0.000104699979060004,3.1099987560005e-05,4.77999904400019e-05,5.32000106400021e-05,0,4.14999875500037e-05,2.39e-05,0,0,0,0,0,0,0,0,0,0,9.54999904500009e-05,0,3.87999922400016e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Bacteroides_pectinophilus",0,0,0,0,0,0,0,0,0,0,0,0.0128447987155201,0,0.0162673016267302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00240849975915002,0,0,0,0,0,8.16000326400131e-05,0,0,0,0,0.0024456995108601,0,0,0,0.0936028,0,0,0.0111593977681204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370097925980415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA",0,0,0,0,0,0,4.70000047000005e-06,0,0,0,0.000176499841150143,0,0,0,4.07999755200147e-05,0,1.76999982300002e-05,0,0,0,0,0.0004058,0,0,0.000447999910400018,0,0,0,0,0.0002207,0,0,0.000170900034180007,0,0,6.07000182100055e-05,0,0,0,0,5.27999947200005e-05,2.92999941400012e-05,5.0200020080008e-05,0,1.78000053400016e-05,0,0.00142300042690013,0,0.000295200088560027,0,1.54e-05,0,0,0,0,0,0,0,0,0,0.000219199956160009,3.85000038500004e-05,3.69999889000033e-06,0,0,0,0.000132199973560005,0,0,0,1.93e-05,0.00087719964912014,0,0,0.000718,0,0,0,0,0,0,0.000256499974350003,0,0,3.09999845000078e-06,0.00120270012027001,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor|s__Flavonifractor_plautii",0,0.000131699986830001,0,0,0,0,0,0,0,1.06999989300001e-05,0,0,0,0,0,0,0,0,0,0,0.0001297,6.18e-05,6.71e-05,7.22000144400029e-05,0,0,0,0,0,0.002131,0,0,0.00137090027418005,0,0,1.63000048900015e-05,0,0,0,0,0.000142299985770001,7.88999842200032e-05,0,9.17e-05,0.00021830006549002,0,0.000357900107370032,0,1.76000052800016e-05,0.0001594,0,3.82e-05,9.29999814000037e-06,0,0,0,0,0,0,6.04000060400006e-05,0.00101899979620004,0.000346300034630003,0,0,0,9.9899960040016e-05,4.53999909200018e-05,0,0,0,4.53e-05,0,0.00024459995108001,0,0.0036026,0,0,7.99999280000648e-06,0,0,0,0,2.46000024600002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus",0,0.000217599978240002,0,4.9900029940018e-05,8.71999912800009e-05,0,0.000152300015230002,2.62999947400011e-05,0,2.24999977500002e-05,0.000206999813700168,0.000328899967110003,9.6300009630001e-05,1.24000012400001e-05,7.04999577000254e-05,0.000124500074700045,0,0,2.21000110500055e-05,0,0,0,0,0,2.34999953000009e-05,0.000381300076260015,9.87e-05,9.42999905700009e-05,0.000362800072560015,0.0004969,0,0,0,0,2.64000026400003e-05,5.00000150000045e-05,0,0,1.18000047200019e-05,0,0.000183599981640002,9.39999812000037e-06,5.80000232000093e-06,0.0006298,7.08000212400064e-05,8.94999910500009e-05,5.5200016560005e-05,0.000140699971860006,0,0.0003197,3.44e-05,7.4e-05,4.9999990000002e-06,0,0,0,5.4e-06,0.000157900031580006,0,0.000131800013180001,3.29999934000013e-05,8.20000082000008e-05,0,0,5.1399989720002e-05,0.000212499915000034,0,0,0,0.000250899924730023,0,0,0.00024929995014001,0.000235299976470002,0,0,0.000145199985480001,8.29999253000672e-06,0,0,5.75e-05,2.73999972600003e-05,0.000240500024050002,0,4.23999788000106e-05,0,0,0,2.03000121800073e-05,0,0.000131700026340005,0,1.75e-05,0.000159200047760014,0.000179400071760029,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis|s__Anaerofustis_stercorihominis",0,0,0,0,0,0,0,0,0,0,9.49999145000769e-06,0,0,0,0.000285399828760103,0,0,0,0,5.23e-05,0,0,0,0,0,0,0,0.000426499957350004,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75999824800035e-05,7.61000304400122e-05,0.0001039,0,0,0,0,0.000253000075900023,0,0,0,0,0,0,0,0,0,3.9e-05,0,0,0,0,0,0,0.00068959972416011,0.000103199979360004,0,9.54999618000153e-05,0,0,0,0,0,0.0001347,0.0002435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_brachy",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46000147600089e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36000023600002e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9e-06,0,0,0,0,0,0,0,0,9.40000188000038e-06,6.79999728000109e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens",0.0137569986243001,0.0129114987088501,0.00506649848005046,0.0128830077298046,0.00305309969469003,0.0690074069007407,0.0119293011929301,0.000658799868240026,0.00407030081406016,0.0199790980020902,0.00647539417214524,0.0146120985387901,0.00344000034400003,2.97000029700003e-05,0.000125999924400045,0.0211849127109476,0.000380399961960004,0.0285108885956446,0.0083837041918521,0.0008893,0.0097895,0,0.0259559,0.00184950036990007,0.000101399979720004,0.00920600184120037,0.0053686,0.00204999979500002,0.00158530031706006,0.0013592,0.0332564033256403,2.73000054600011e-05,0.00352730070546014,0.0258982870508565,0.00397990039799004,0.011588103476431,0.0194894980510502,0.001712,0.0075253030101212,0.0145818014581801,0.0198600980139902,0.0237294952541009,0.0279511111804445,0.003549,0.0256943077082923,0.00602099939790006,0,0.0270355945928811,0.000404500121350036,0.0036851,0.0023429,0.0077017,0.00200699959860008,0.00267030080109024,0.00327579934484013,0.0493596851920944,0.0605479,0.00543970108794022,0.0075375,0.00493180049318005,0.0469326906134619,0.00272260027226003,0.0171928948421315,0.0460335,0.00826389834722033,0.0166059933576027,0,0.000878900175780035,0.000266499893400043,0.0202048939385318,0.0173106,0.000525699789720084,0.00325449934910013,0.00346349965365003,0,0,0.0413076958692304,0.000309699721270251,0.00167919966416007,0.00102119948940026,0.0005769,0.0426944957305504,0.00624720062472006,0.0151559969688006,0.00395079802460099,0,0.00154799969040006,0.0248198024819802,0.0113079067847441,0.0216579043315809,0.0339735067947014,0.00359219964078004,0.076762,0.0157737047321114,0.000852400340960136,0.00025100010040004
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii",0.0219760978023902,0.0183098981690102,0.0128074961577512,0.00952800571680343,0.00771639922836008,0.0244327024432702,0.0229028022902802,0.00836829832634033,0.0168864033772807,0.00756439924356008,0.020930081162927,0.0139157986084201,0.0124769012476901,0.00140270014027001,0.0502384698569181,0.00962610577566347,0.00861619913838009,0.00821259671496131,0.0487432243716122,0.0623563,0.0501975,0.0150388,0.0214207,0.051228610245722,0.0135612972877405,0.00934720186944037,0.0112613,0.0432301956769804,0.0371063074212615,0.0469311,0.0267927026792703,0.023835704767141,0.0518319103663821,0.0139532930233535,0.0147092014709201,0.0141202042360613,0.00642699935730006,0.0282449,0.00716010286404115,0.0682744068274407,0.0310364968963503,0.0353326929334614,0.0203950081580033,0.0171553,0.055729016718705,0.00714759928524007,0.00941730282519085,0.0127040974591805,0.00818990245697074,0.0169402,0.0296301,0.0100277,0.0179455964108807,0.00958180287454086,0.0280851943829611,0.0423940872817738,0.0066769,0.0145873029174606,0.0383955,0.0233871023387102,0.0267494946501011,0.0348353034835304,0.0157420952773714,0.0046308,0.0278252944349411,0.0101956959217216,0.0228559954288009,0.0211280042256008,0.0462521814991274,0.0371639888508033,0.0244744,0.0471258811496475,0.0355347928930414,0.00440529955947004,0.0061214,0.0366619,0.00604529939547006,0.0103469906877084,0.0171519965696007,0.031810984094508,0.0577819,0.0315666968433303,0.0114056011405601,0.0159503968099206,0.0248084875957562,0.00601270060127006,0.0354040929191814,0.0165798016579802,0.0203231121938673,0.0209423041884608,0.0076247015249403,0.0184601981539802,0.0195587,0.00937610281283084,0.00676170270468108,0.0113298045319218
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_limosum",0,0,0,0,0,0,0,0,0,0,7.50999324100608e-05,0,0,0,0,0,0,0,1.85000092500046e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44999975500002e-05,0,0,0,0,8.01e-05,0.0001079,0.000103099979380004,0,0,0,0,0,0,5.07000050700005e-05,0,0.000591100059110006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56999924300008e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27e-05,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus",0.00383579961642004,0.00586999941300006,0.00384149884755035,0.00150850090510054,0.00421839957816004,0.0118252011825201,0.00307160030716003,0.000385999922800015,0.00580030116006023,0.00278379972162003,0.00115379896158093,0.00297539970246003,0.000673400067340007,0.00227290022729002,0.00557799665320201,0.00152030091218055,0.000377899962210004,0.000941999623200151,0.000784500392250196,0.0004795,0,0,7.99e-05,0.0213384042676809,0.0101449979710004,0.00428970085794017,0.0030723,0.0204878979512102,0.00107950021590004,0.0138159,0.00326450032645003,0.00683850136770027,0,0.00965719517140242,3.60000036000004e-05,0,0.00131759986824001,0.0065841,0.00171380068552027,0.00693540069354007,0.00634409936559006,0.000175799964840007,0.0087675035070014,0.0004941,0.0149599044879713,0.00479499952050005,0,0.00674429865114027,0,0.0130878,0,0.0047788,0.0112786977442604,0.000342200102660031,0.00371439925712015,0.00158849952345014,0.0074423,0.00139770027954006,0.0086082,0.00795930079593008,0.00409219918156016,0.0105174010517401,0.00534919839524048,0.001664,0.0051305989738802,0.00203269918692033,0.00556219888756022,0.000912100182420037,0.00465229813908074,0.00154569953629014,0.0074285,0,0.00798899840220032,1.23999987600001e-05,0,0.0046462,0.000863599913640009,0.00584719473752474,0.000972199805560039,0.00978689510655245,0.0021768,0.00379359962064004,0.000136000013600001,0.00670169865966027,0.000863799568100216,0.0129338012933801,0,0.00383530038353004,0,0.000968300193660039,0.00344650068930014,0.00284039971596003,0.0031738,0.000594700178410054,0.000489300195720078,0.0117318046927219
